The user is then taken to the View/Update Item screen 3.5.,1;;;
Otherwise known as the Gnome Partition Editor, it is a frontend to the GNU Parted partition editor, and specifically uses its library, libparted, to detect and manipulate devices and partition tables, and perform all the functions it has been designed for.,0;;;
Several optional file system tools provide support for file systems not included in libparted.,0;;;
This document deals with the functions of the 0.6.0?1 version, made available for public testing in 2010?06?19.,0;;;
The software being described in this document has already been developed.,0;;;
The functions and characteristics that will be analysed have already been implemented.,0;;;
This document has to stay updated with any new features that will be added in future versions of the application.,0;;;
Section 4 discusses the external interface requirements, and finally, in section 5, you can find the nonfunctional requirements of the project.,0;;;
Each section is divided in subsections where different matters are discussed. ,0;;;
1.4 Project Scope GParted is one of many programs used for creating, deleting, resizing, moving, checking and copying partitions, and the file systems on them.,0;;;
This is useful for creating space for new operating systems, reorganizing disk space, copying data residing on hard disks and mirroring one partition with another (disk imaging).,0;;;
With this you can boot your computer and use the application.,0;;;
With the .zip file, you can create a bootable USB flash drive, and use that instead of the cd.,0;;;
It is one of the best among the many of its kind, supporting more file systems and providing more functions than the rest (Clonezilla, Parted Magic, Parted (backend to GParted), Partition Image, Partition Magic for Windows etc.).,1;;;
It is written in C++ and is based on the Debian GNU/Linux operating system.,1;;;
It is a frontend to the GNU Parted application which was written by the GNU team and supports creating, destroying, resizing, checking, and copying partitions, and the file systems on them, but only through command line.,1;;;
GParted provides the graphical user interface for ease of access.,1;;;
Other programs use the Parted libraries as well, like KDE Partition Manager and Pyparted.,0;;;
Because this is a Linux?based application it relies on some other software in order for it to work.,0;;;
GParted uses GNU libparted to detect and manipulate devices and partition tables.,0;;;
This includes but is not limited to:,0;;;
This is important, documentation and help files are vital to any project?s completeness. 2.4 Operating Environment GParted is developed on x86 based computers using GNU/Linux.,0;;;
It can be used on other operating systems, such as Windows or Mac OS X, by booting from media containing GParted Live.,1;;;
In other words you will need a Linux operating system for the install version of GParted.,0;;;
The Live version, on which this document is based, needs a basic x86 ?computer, regardless of the operating system, with a CD drive and/or USB port.,0;;;
In general, it does not consume many resources and almost every computer will be able to handle it properly. 2.5 Design and Implementation Constraints,0;;;
The program does not support every kind of operation performed in every kind of file system, but it is constantly being updated and more and more actions and file systems will be supported in the future.,1;;;
The table of permitted actions in supported file systems is in section 2.2. GParted does not support logical volume management (LVMэ) at present, although this feature has been requested by many users and may be implemented in a future release.,0;;;
It also must be noted that GParted is not to blame, on most occasions, if a specific operation cannot be performed on a specific file system.,1;;;
It uses a wide variety of third party libraries and tools which perform these operations.,1;;;
GParted is simply a frontend, which brings together all these underlying functions and processes, and presents them in a graphical and accessible way. GParted requires a working Linux environment for it to work.,0;;;
The Live version requires a working CD/DVD drive for it to boot the computer.,0;;;
As every other Linux application, there is a list of dependencies, or a list of packages required for the program to work.,0;;;
In this occasion, they are file system tools.,0;;;
After booting your computer with GParted Live, this is the first screen you see. GParted provides some other modes, other than the first default.,0;;;
These include loading to RAM only, safe graphic settings, and failsafe mode. You can also boot your computer?s operating system (if any) and run RAM tests using Memtest86+.,1;;;
Selecting the first option, advances the application forwards and presents us with the next screen. 3.2 Select Keymap,0;;;
The keymap is the layout of symbols on your keyboard. Different keymaps are supported; this screen gives info about them.,0;;
Selecting the keymap you want, brings you to the language selection menu.,0;;;
A list of a wide variety of supported languages is displayed.,0;;;
